epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.08571428805589676,0.0010000000474974513,2.660749673843384,0.1818181872367859,2.2744626998901367
1,0.1542857140302658,0.0010000000474974513,2.3542139530181885,0.3181818127632141,2.1919257640838623
2,0.3142857253551483,0.0010000000474974513,2.096456289291382,0.5,2.1067183017730713
3,0.34285715222358704,0.0010000000474974513,1.8473231792449951,0.5227272510528564,2.0307159423828125
4,0.4285714328289032,0.0010000000474974513,1.7023420333862305,0.5227272510528564,1.9588990211486816
5,0.49142858386039734,0.0010000000474974513,1.5262845754623413,0.5909090638160706,1.8875701427459717
6,0.5600000023841858,0.0010000000474974513,1.420644760131836,0.6136363744735718,1.8092917203903198
7,0.5828571319580078,0.0010000000474974513,1.3318018913269043,0.6818181872367859,1.7244725227355957
8,0.6628571152687073,0.0010000000474974513,1.17202889919281,0.6590909361839294,1.6435004472732544
9,0.6971428394317627,0.0010000000474974513,1.056174635887146,0.6590909361839294,1.568171739578247
10,0.7200000286102295,0.0010000000474974513,1.0508372783660889,0.6818181872367859,1.4880563020706177
11,0.6971428394317627,0.0010000000474974513,1.077646255493164,0.6818181872367859,1.4135724306106567
12,0.7542856931686401,0.0010000000474974513,0.9042219519615173,0.6818181872367859,1.34706449508667
13,0.7657142877578735,0.0010000000474974513,0.8371293544769287,0.7045454382896423,1.2874560356140137
14,0.7657142877578735,0.0010000000474974513,0.8152070641517639,0.7045454382896423,1.2300502061843872
15,0.7828571200370789,0.0010000000474974513,0.7854783535003662,0.7272727489471436,1.1718227863311768
16,0.7599999904632568,0.0009600000339560211,0.7262152433395386,0.7272727489471436,1.1158353090286255
17,0.8399999737739563,0.0009600000339560211,0.6879462599754333,0.75,1.062595009803772
18,0.868571400642395,0.0009600000339560211,0.6357922554016113,0.75,1.0098583698272705
19,0.7599999904632568,0.0009600000339560211,0.742893397808075,0.75,0.9591575264930725
20,0.8514285683631897,0.0009600000339560211,0.5863433480262756,0.7727272510528564,0.9065694212913513
21,0.8742856979370117,0.0009600000339560211,0.5313929319381714,0.7727272510528564,0.86602783203125
22,0.845714271068573,0.0009600000339560211,0.5245972871780396,0.7727272510528564,0.8308635950088501
23,0.8285714387893677,0.0009600000339560211,0.6072948575019836,0.75,0.7956452965736389
24,0.8514285683631897,0.0009600000339560211,0.5305811166763306,0.75,0.7609873414039612
25,0.8628571629524231,0.0009600000339560211,0.4985819458961487,0.75,0.7285894155502319
26,0.8571428656578064,0.0009600000339560211,0.48975953459739685,0.75,0.7036308646202087
27,0.8971428275108337,0.0009600000339560211,0.4348427355289459,0.75,0.6839863061904907
28,0.8799999952316284,0.0009600000339560211,0.4585495889186859,0.75,0.6633599996566772
29,0.8914285898208618,0.0009600000339560211,0.4268393814563751,0.7727272510528564,0.6481090188026428
30,0.9085714221000671,0.0009600000339560211,0.3957292437553406,0.7727272510528564,0.6379490494728088
31,0.868571400642395,0.0009600000339560211,0.43963661789894104,0.7727272510528564,0.635385274887085
32,0.9142857193946838,0.0009600000339560211,0.34187477827072144,0.7727272510528564,0.6340057849884033
33,0.868571400642395,0.0009216000325977802,0.36434412002563477,0.7727272510528564,0.6221233010292053
34,0.8628571629524231,0.0009216000325977802,0.44227665662765503,0.7727272510528564,0.6105563640594482
35,0.8914285898208618,0.0009216000325977802,0.43174195289611816,0.7954545617103577,0.6034904718399048
36,0.8857142925262451,0.0009216000325977802,0.3534577190876007,0.7954545617103577,0.5939047336578369
37,0.9028571248054504,0.0009216000325977802,0.33647626638412476,0.7954545617103577,0.584343671798706
38,0.8628571629524231,0.0009216000325977802,0.3750116527080536,0.7954545617103577,0.5779485106468201
39,0.9085714221000671,0.0009216000325977802,0.3338299095630646,0.7954545617103577,0.5765485167503357
40,0.8914285898208618,0.0009216000325977802,0.337592750787735,0.7727272510528564,0.5754347443580627
41,0.9142857193946838,0.0009216000325977802,0.34931543469429016,0.7727272510528564,0.5755665302276611
42,0.9257143139839172,0.0009216000325977802,0.2684212028980255,0.7727272510528564,0.568635880947113
43,0.9142857193946838,0.0009216000325977802,0.2933754026889801,0.7727272510528564,0.5600040555000305
44,0.868571400642395,0.0009216000325977802,0.347500741481781,0.7727272510528564,0.5537096261978149
45,0.9028571248054504,0.0009216000325977802,0.27438226342201233,0.7727272510528564,0.5480471253395081
46,0.9314285516738892,0.0009216000325977802,0.2484298050403595,0.7727272510528564,0.551515519618988
47,0.8857142925262451,0.0009216000325977802,0.32609671354293823,0.7727272510528564,0.5578122735023499
48,0.9200000166893005,0.0009216000325977802,0.24476812779903412,0.7727272510528564,0.5637435913085938
49,0.9142857193946838,0.000884735956788063,0.2967948615550995,0.7954545617103577,0.5659255385398865
